Contrast_name
Cell2_DMSO - Cell1_DMSO
Cell1_inhibitor1 - Cell1_DMSO
Cell1_inhibitor2 - Cell1_DMSO
Cell2_inhibitor1 - Cell2_DMSO
Cell2_inhibitor2 - Cell2_DMSO
