id_phos	Cell1_DMSO_1	Cell1_DMSO_2	Cell1_DMSO_3	Cell1_inhibitor1_1	Cell1_inhibitor1_2	Cell1_inhibitor1_3	Cell1_inhibitor2_1	Cell1_inhibitor2_2	Cell1_inhibitor2_3	Cell2_DMSO_1	Cell2_DMSO_2	Cell2_DMSO_3	Cell2_inhibitor1_1	Cell2_inhibitor1_2	Cell2_inhibitor1_3	Cell2_inhibitor2_1	Cell2_inhibitor2_2	Cell2_inhibitor2_3
4300_1	-0.7521833793885477	-1.0268488384980863	-0.07189280128795339	0.6009296211952986	0.307090652263013	1.2759678311756915	0.7897072828783696	0.25516973103247054	1.4966134622471454	0	0	0	0	0	0	0	0	0
4301_1	1.3137094062068577	-0.3219893552963775	0.005853172843615084	-0.19669007326273302	0.07299521146452914	0.7676545409463245	0.5038489619166864	0.20961441747735954	0.4349164018789846	0	0	0	0	0	0	0	0	0
4302_1	-0.156626968321941	0.05701445016085671	0.8267247636470003	0.47367914853139936	0.17466717085782424	1.1130383288664945	0.3897248713420183	0.7385887598092182	0.7622158668942998	-0.7687152834280404	-1.2467212902869838	-1.5098519929503862	-0.39305412164864784	0.6439130590667954	-0.09756630411651379	0.013188925276500285	0.06910441393369737	0.09536780480780926
4303_1	-1.3822422007312944	-1.1208099545072177	0	-2.4707230739786787	-3.200254674618596	0	-2.946493887203495	-1.6718290478800668	0	0.6756401397601355	0.4138882172880267	1.0713934365599194	0.49503469738223416	-0.6086266923688246	-0.5040216426083202	0.11364631324500607	0.11128573757879323	0.07241368397729886
4304_1	-0.785331215397191	0.9053463634967791	-0.7396280311633525	-0.5067077359814558	-0.13141454735248015	0.5027480080955549	-0.3307585237879458	-0.6329238570525622	0.10082514889686323	-1.350955700561606	-0.3605079519555998	-1.633673119464989	-1.5999972716256572	-0.5473086149704152	-1.0281653728452724	0.1687135958556798	-0.4026453536060757	-1.034929402563602
4305_1	0	0	0	0	0	0	0	0	0	0.1044780490646744	-1.791476787427901	-0.7408507835634239	-0.3590760261689514	0.7285071278113708	0.7143927794302769	0.6447791602443544	0.7355665210598588	0.618140899479819
4308_1	0	0	0	0	0	0	0	0	0	-0.6921668987837659	-0.38508211262814473	-0.381032922242337	0.17643419533803417	-0.6180474807500396	0.12290690070912369	-0.27107680108938403	-0.5917727940458892	0.2979908447025412
4309_1	0.15944279876656609	-0.5894105195998485	-0.20905929057035522	-2.640213627232658	-2.35806231306623	0.07388715370236376	-1.509951392735882	-0.436201471753888	-0.8882131142139258	0.019833040562007298	0.002568521160552173	0.008489604758988634	0.5024977581124013	1.0981727183125418	0.444488197181764	-0.06865520881233067	0.41626211985909833	-0.004810331647679078
4310_1	0	0	0	0	0	0	0	0	0	-0.8800612459589203	-0.7137879231519468	-0.7539992741306047	1.0996245673211096	0	0	0	0.6126818406560055	0
4311_1	0.574266269648593	0.22911835494942423	0.7864437788553218	0.3353084427777002	0.36261829669139	1.2565921721894355	0.48625022681101626	-0.08743686887195068	1.1424808151650439	-2.683380660688618	-0.8234898859068087	-3.210875145801632	0.8684517928041533	0.21384519080566378	1.0092953545879428	-4.2932310262600026e-4	0.47708099933686654	0.7463055263593148
4312_1	0.3589314559465464	0.09833066866276496	0.7632601933767251	0.11311102050651911	0.22737492847642482	0.45869390675991184	-0.06786399545269894	0.04849381319467483	0.5501055934181753	-2.683380660688618	-0.8234898859068087	-3.210875145801632	0.8684517928041533	0.21384519080566378	1.0092953545879428	-4.2932310262600026e-4	0.47708099933686654	0.7463055263593148
4313_1	0	0	0	0	0	0	0	0	0	0.035734009335412154	0.2922931202435928	0.3229823900268265	0.10305400450783075	0.5670464448289145	0.1360888175215358	0.4794573656365486	0.24472738953060613	-0.03716704833724549
4315_1	0.11056193418668059	-0.2006048916122367	0.5639518003125641	0.12209763125992268	0.23142513823803323	0.3584907859234363	-0.16736899577360553	0.014613352877283603	-0.08816811182045647	-0.6437992542935032	-0.2340433509916684	-0.47741520319570085	0.46644522617704354	0.6502588994531795	0.23522075079105242	-0.07783430469064001	0.07440757931563624	0.14865870236379664
4316_2	0	0	0	0	0	0	0	0	0	1.190199511388652	1.1790553293046697	1.1844744361269797	-1.4367082094751282	-3.1131017415909987	-0.7737427062875479	0.48110241074619253	1.1481723307273217	0.8825743304680049
4317_1	-0.30898891090878955	-1.163092296202846	-0.3614678769775477	-0.6959074004655967	-0.9048826150500977	0	-0.4849007680347892	-2.535312302521781	0.33799942271247474	0	0	0	0	0	0	0	0	0
4319_1	0.17096328125277793	-0.0010989730876858061	0	0.7613497843792665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4320_1	0.2004775535000416	-0.05840568695704462	0	-0.8566488154607477	0.5525849720719647	-2.089301606969304	-0.9335421373626236	-0.7117993762301182	0	-0.31676635670690523	-0.41853637288576717	-0.5293267494096447	-0.029301871186063977	0.08044862020958554	0.13244557375243637	-0.08395782980622357	0.12034987528118535	-0.3840345455976255
4327_1	-0.2988742682929839	-0.14558798036459564	0.34393013488175583	-0.07388525437623628	0.16389220377780855	0.4944955228433159	-0.06950386307909362	-0.05856011254813964	0.32948367601482964	-2.053913494965883	-1.8523170695224964	-1.7973808543804477	-1.7870306404562744	-0.9366850995032614	-0.6137263291741757	-2.85841412319286	-2.2443582180162913	-3.411013280266568
