id	Phos_number	logFC	AveExpr	t	P.Value	adj.P.Val	B	Comparison
676	2	-2.4304375850239603	-0.4774431626753122	-10.127590206643557	1.52920450855583e-7	1.145816241123415e-5	7.804402811694274	Cell2_DMSO - Cell1_DMSO
5812	1	-1.4616843828042325	-0.30659479499151127	-10.114876088205996	1.5517486111292385e-7	1.145816241123415e-5	7.789473864072777	Cell2_DMSO - Cell1_DMSO
2323	1	2.1808188634358334	-0.27029647432655995	10.106035503502143	1.5676333811949511e-7	1.145816241123415e-5	7.779083785467506	Cell2_DMSO - Cell1_DMSO
1490	1	-0.7010685588999851	-0.11643875189700435	-9.937982806544412	1.9050688766993865e-7	1.3547485680327379e-5	7.580092059821919	Cell2_DMSO - Cell1_DMSO
6685	1	-1.3398047018182837	-0.19999686450966758	-9.93473638326913	1.9123056042876074e-7	1.3547485680327379e-5	7.5762199931021446	Cell2_DMSO - Cell1_DMSO
189	1	-4.288514601702914	-0.5326024592392357	-9.928342183451772	1.9266451282553786e-7	1.3547485680327379e-5	7.568590395416704	Cell2_DMSO - Cell1_DMSO
3152	1	-1.5250937726170275	-0.5061640240359694	-9.904079700416684	1.9821087261793278e-7	1.3763267467407707e-5	7.53960253405527	Cell2_DMSO - Cell1_DMSO
5053	1	-1.6219615330917727	0.14145022167750476	-9.879903928066208	2.0390726309535654e-7	1.3984010450551921e-5	7.510658755645499	Cell2_DMSO - Cell1_DMSO
1242	1	0.9948559137220409	-0.33262548374380363	9.867964648770739	2.067846765903911e-7	1.4008400956824666e-5	7.4963428151987745	Cell2_DMSO - Cell1_DMSO
2774	2	-2.3595381588997135	-0.30753302682344197	-9.810320545318488	2.2130013693116912e-7	1.4711017182341559e-5	7.427018838003415	Cell2_DMSO - Cell1_DMSO
6315	1	-1.7003710061020372	-0.19667525252536178	-9.805917122311486	2.2245282507951232e-7	1.4711017182341559e-5	7.421709179651055	Cell2_DMSO - Cell1_DMSO
1852	1	-3.432054426899187	-0.9415020265409747	-9.752603415134002	2.369287507646387e-7	1.5483990711736096e-5	7.357264853176121	Cell2_DMSO - Cell1_DMSO
7310	1	-1.040555186225683	0.023979610230753037	-9.728775438824544	2.437207490886101e-7	1.574266001380499e-5	7.328367166895683	Cell2_DMSO - Cell1_DMSO
1405	1	-3.9823612807120132	-0.2901947067894063	-9.700130549253918	2.5216193798730593e-7	1.61006846611435e-5	7.293549697149858	Cell2_DMSO - Cell1_DMSO
3047	2	0.9582762434794672	0.37178152118186886	9.633508548696984	2.730248898550861e-7	1.723469617210231e-5	7.212240620207529	Cell2_DMSO - Cell1_DMSO
